"","Date","BAC","GE","XOM","NA"
"1",2000-01-03,24.21875,384.615387,39.15625,NA
"2",2000-01-04,22.78125,369.230774,38.40625,NA
"3",2000-01-05,23.03125,368.589752,40.5,NA
"4",2000-01-06,25,373.517639,42.59375,NA
"5",2000-01-07,24.34375,387.980774,42.46875,NA
"6",2000-01-10,23.5,387.820526,41.875,NA
"7",2000-01-11,23,388.461548,42,NA
"8",2000-01-12,23.25,389.743591,41.75,NA
"9",2000-01-13,23.78125,394.230774,42.71875,NA
"10",2000-01-14,25.25,387.179474,41.875,NA
"11",2000-01-18,24,379.487183,42.375,NA
"12",2000-01-19,24,381.330139,42.78125,NA
"13",2000-01-20,23.539063,374.19873,41.84375,NA
"14",2000-01-21,22.84375,369.55127,42.5,NA
"15",2000-01-24,22.28125,354.166656,42.125,NA
"16",2000-01-25,22.5625,355.128204,42.03125,NA
"17",2000-01-26,23.5625,362.660248,41.75,NA
"18",2000-01-27,24.0625,363.461548,40.5,NA
"19",2000-01-28,22.875,343.589752,39.4375,NA
"20",2000-01-31,24.21875,343.589752,41.4375,NA
"21",2000-02-01,24.5,348.717957,41.59375,NA
"22",2000-02-02,23.875,343.75,41.90625,NA
"23",2000-02-03,23.21875,357.05127,41.1875,NA
"24",2000-02-04,22.9375,362.980774,40.4375,NA
"25",2000-02-07,22.65625,350,40.375,NA
"26",2000-02-08,23.5625,351.442322,39.46875,NA
"27",2000-02-09,23.03125,343.75,38.125,NA
"28",2000-02-10,22.4375,347.275635,37.9375,NA
"29",2000-02-11,22.59375,342.94873,36.9375,NA
"30",2000-02-14,22.125,344.55127,38.21875,NA
"31",2000-02-15,22.8125,352.564117,39.65625,NA
"32",2000-02-16,22.59375,347.836548,40,NA
"33",2000-02-17,22.3125,335.89743,38.9375,NA
"34",2000-02-18,21.875,320.833344,37.5,NA
"35",2000-02-22,22.375,332.371796,37.71875,NA
"36",2000-02-23,22.875,334.615387,37.3125,NA
"37",2000-02-24,22.40625,335.89743,36.40625,NA
"38",2000-02-25,22.0625,323.39743,35.53125,NA
"39",2000-02-28,22.96875,331.891022,36.75,NA
"40",2000-02-29,23,339.423065,37.65625,NA
"41",2000-03-01,22.78125,336.858978,38.03125,NA
"42",2000-03-02,22.53125,346.794861,38.5,NA
"43",2000-03-03,22.5,357.371796,37.84375,NA
"44",2000-03-06,22.25,352.403839,36.46875,NA
"45",2000-03-07,22,333.173065,40,NA
"46",2000-03-08,21.8125,334.134613,39.8125,NA
"47",2000-03-09,21.53125,330.769226,40.21875,NA
"48",2000-03-10,21.4375,337.660248,38.515625,NA
"49",2000-03-13,21.59375,331.891022,37.9375,NA
"50",2000-03-14,21.3125,325.641022,38.625,NA
"51",2000-03-15,22.9375,342.467957,38.875,NA
"52",2000-03-16,24.625,356.410248,39.875,NA
"53",2000-03-17,25,358.653839,38.5625,NA
"54",2000-03-20,24.8125,361.378204,37.4375,NA
"55",2000-03-21,25.5,385.89743,38.5,NA
"56",2000-03-22,25.71875,386.858978,37.46875,NA
"57",2000-03-23,27.09375,410.256409,37.75,NA
"58",2000-03-24,27.3125,407.85257,38.625,NA
"59",2000-03-27,27.0625,404.967957,38.257813,NA
"60",2000-03-28,26.78125,400,39.5,NA
"61",2000-03-29,26,417.94873,40.25,NA
"62",2000-03-30,25.40625,407.05127,39.3125,NA
"63",2000-03-31,26.21875,399.038452,39,NA
"64",2000-04-03,27.75,412.820526,40.25,NA
"65",2000-04-04,27.09375,394.871796,41.25,NA
"66",2000-04-05,27,393.108978,39.875,NA
"67",2000-04-06,26.71875,402.243591,40.875,NA
"68",2000-04-07,26.15625,407.211548,39.78125,NA
"69",2000-04-10,26.40625,408.814117,39.125,NA
"70",2000-04-11,26.171875,414.423065,39.6875,NA
"71",2000-04-12,27.28125,401.923065,39.96875,NA
"72",2000-04-13,26.40625,385.89743,40,NA
"73",2000-04-14,24.96875,373.717957,39.375,NA
"74",2000-04-17,25.15625,389.743591,37.75,NA
"75",2000-04-18,25.5,401.282043,38.09375,NA
"76",2000-04-19,24.71875,398.717957,38.71875,NA
"77",2000-04-20,24.78125,406.410248,39.5,NA
"78",2000-04-24,25.75,415.544861,39.9375,NA
"79",2000-04-25,26.71875,425.641022,40.5,NA
"80",2000-04-26,25.875,418.589752,40.0625,NA
"81",2000-04-27,25.625,414.10257,40.34375,NA
"82",2000-04-28,24.5,403.205139,38.84375,NA
"83",2000-05-01,25,408.653839,39,NA
"84",2000-05-02,24.8125,412.980774,39.125,NA
"85",2000-05-03,24.5,400.160248,38.75,NA
"86",2000-05-04,24,394.871796,39.75,NA
"87",2000-05-05,23.78125,405.128204,40,NA
"88",2000-05-08,24.09375,403.365387,40.21875,NA
"89",2000-05-09,24.09375,400.961548,39.71875,NA
"90",2000-05-10,23.25,389.423065,40.75,NA
"91",2000-05-11,23.6875,391.826935,41.46875,NA
"92",2000-05-12,24.296875,401.923065,41.015625,NA
"93",2000-05-15,25.3125,415.384613,41.8125,NA
"94",2000-05-16,24.84375,417.307678,41.625,NA
"95",2000-05-17,24.65625,412.5,40.6875,NA
"96",2000-05-18,25.15625,408.653839,40.726563,NA
"97",2000-05-19,24.875,399.038452,40.875,NA
"98",2000-05-22,25.125,384.615387,41.65625,NA
"99",2000-05-23,26.28125,384.615387,41.5,NA
"100",2000-05-24,27.96875,390.384613,41.46875,NA
"101",2000-05-25,27.65625,390.384613,40.71875,NA
"102",2000-05-26,27.3125,381.25,41.1875,NA
"103",2000-05-30,27.46875,394.230774,41.75,NA
"104",2000-05-31,27.71875,404.807678,41.65625,NA
"105",2000-06-01,28.40625,402.884613,41.46875,NA
"106",2000-06-02,30.5,405.769226,39.59375,NA
"107",2000-06-05,29.625,396.634613,39.65625,NA
"108",2000-06-06,28.375,393.75,41.15625,NA
"109",2000-06-07,28.90625,395.192322,40.5625,NA
"110",2000-06-08,28.375,391.346161,40.03125,NA
"111",2000-06-09,28,383.653839,39.59375,NA
"112",2000-06-12,28.234375,383.653839,40.375,NA
"113",2000-06-13,27.84375,393.75,40.59375,NA
"114",2000-06-14,27.65625,392.307678,41.3125,NA
"115",2000-06-15,25.96875,399.038452,41.21875,NA
"116",2000-06-16,24,393.269226,42.1875,NA
"117",2000-06-19,24.1875,386.538452,42.03125,NA
"118",2000-06-20,24.25,392.307678,41.625,NA
"119",2000-06-21,23.8125,380.288452,41.976563,NA
"120",2000-06-22,23.5,375,41.34375,NA
"121",2000-06-23,23.6875,383.653839,41.5625,NA
"122",2000-06-26,23.96875,384.134613,41.679688,NA
"123",2000-06-27,23.5,378.846161,41.03125,NA
"124",2000-06-28,22.710938,388.822113,41.0625,NA
"125",2000-06-29,22.71875,382.692322,40.601563,NA
"126",2000-06-30,21.5,407.692322,39.25,NA
"127",2000-07-03,22.5,400,39.773438,NA
"128",2000-07-05,22.65625,384.134613,38.46875,NA
"129",2000-07-06,22.90625,386.057678,39.09375,NA
"130",2000-07-07,23.71875,394.711548,39.257813,NA
"131",2000-07-10,23.71875,403.365387,39.0625,NA
"132",2000-07-11,23.46875,401.923065,40.28125,NA
"133",2000-07-12,23.5,413.461548,39.304688,NA
"134",2000-07-13,23.09375,403.846161,39,NA
"135",2000-07-14,23.75,396.153839,38.78125,NA
"136",2000-07-17,23.4375,412.980774,39.375,NA
"137",2000-07-18,23.125,401.923065,39.09375,NA
"138",2000-07-19,23.09375,405.769226,39.34375,NA
"139",2000-07-20,24.1875,417.788452,39.0625,NA
"140",2000-07-21,24.375,416.346161,38.5625,NA
"141",2000-07-24,23.71875,415.384613,38.625,NA
"142",2000-07-25,24.125,412.019226,37.6875,NA
"143",2000-07-26,23.53125,400.961548,38.09375,NA
"144",2000-07-27,23.375,403.846161,40.25,NA
"145",2000-07-28,23.25,391.826935,40,NA
"146",2000-07-31,23.6875,397.596161,40.09375,NA
"147",2000-08-01,23.84375,405.769226,40,NA
"148",2000-08-02,23.59375,400,41.4375,NA
"149",2000-08-03,24.53125,406.730774,40.71875,NA
"150",2000-08-04,26.25,410.576935,40.851563,NA
"151",2000-08-07,26.1875,404.807678,40.445313,NA
"152",2000-08-08,25.96875,413.461548,40.398438,NA
"153",2000-08-09,26.53125,430.288452,40.53125,NA
"154",2000-08-10,26.71875,438.461548,40.5,NA
"155",2000-08-11,27.03125,435.096161,40.6875,NA
"156",2000-08-14,27.5,438.461548,41.28125,NA
"157",2000-08-15,27.15625,440.384613,40.65625,NA
"158",2000-08-16,26.75,437.019226,41.382813,NA
"159",2000-08-17,26.78125,436.057678,41.90625,NA
"160",2000-08-18,26.875,432.211548,41.460938,NA
"161",2000-08-21,26.9375,435.096161,41.75,NA
"162",2000-08-22,27.21875,432.692322,41.5625,NA
"163",2000-08-23,27.03125,445.673065,42.25,NA
"164",2000-08-24,26.25,453.365387,41.46875,NA
"165",2000-08-25,25.875,455.769226,41.46875,NA
"166",2000-08-28,25.84375,461.538452,41.40625,NA
"167",2000-08-29,25.4375,460.576935,41.257813,NA
"168",2000-08-30,25.4375,442.307678,40.679688,NA
"169",2000-08-31,26.789063,450.961548,40.820313,NA
"170",2000-09-01,26.25,450,41.25,NA
"171",2000-09-05,26.75,444.711548,41.6875,NA
"172",2000-09-06,26.8125,453.846161,41.5,NA
"173",2000-09-07,27.1875,453.846161,41.875,NA
"174",2000-09-08,27.96875,460.576935,41.75,NA
"175",2000-09-11,28.28125,459.134613,42.492188,NA
"176",2000-09-12,28.5,454.326935,42.875,NA
"177",2000-09-13,28.40625,454.326935,42.90625,NA
"178",2000-09-14,28.164063,453.846161,42.632813,NA
"179",2000-09-15,27.4375,436.538452,44,NA
"180",2000-09-18,26.84375,442.307678,44.820313,NA
"181",2000-09-19,27.4375,438.461548,44,NA
"182",2000-09-20,26.90625,435.576935,43.25,NA
"183",2000-09-21,26.5,432.692322,43.15625,NA
"184",2000-09-22,27.5,440.865387,43.25,NA
"185",2000-09-25,27.5,446.634613,42.929688,NA
"186",2000-09-26,26.90625,446.153839,43.3125,NA
"187",2000-09-27,26.34375,457.211548,44.625,NA
"188",2000-09-28,27,453.846161,44.570313,NA
"189",2000-09-29,26.1875,444.711548,44.554688,NA
"190",2000-10-02,26.53125,450,45.71875,NA
"191",2000-10-03,27.09375,454.326935,45.40625,NA
"192",2000-10-04,26.375,452.884613,44.625,NA
"193",2000-10-05,26.9375,459.615387,44.59375,NA
"194",2000-10-06,25.8125,457.211548,44.71875,NA
"195",2000-10-09,25.28125,450,45.5625,NA
"196",2000-10-10,24.34375,446.634613,46.65625,NA
"197",2000-10-11,23.53125,435.576935,46.875,NA
"198",2000-10-12,22.28125,419.230774,47.0625,NA
"199",2000-10-13,23.28125,438.461548,45.25,NA
"200",2000-10-16,22.59375,444.230774,43.90625,NA
"201",2000-10-17,21.375,427.884613,43.90625,NA
"202",2000-10-18,21.09375,426.923065,43.28125,NA
"203",2000-10-19,22.03125,427.884613,43.25,NA
"204",2000-10-20,21.875,400.961548,44.21875,NA
"205",2000-10-23,21.875,382.692322,44.53125,NA
"206",2000-10-24,22.25,410.576935,43.375,NA
"207",2000-10-25,22.03125,407.211548,43.59375,NA
"208",2000-10-26,21.6875,400.961548,43.875,NA
"209",2000-10-27,22.46875,401.923065,43.78125,NA
"210",2000-10-30,23.5,415.384613,44.71875,NA
"211",2000-10-31,24.03125,421.634613,44.59375,NA
"212",2000-11-01,24.1875,418.75,46.03125,NA
"213",2000-11-02,24.625,412.980774,44.09375,NA
"214",2000-11-03,24.34375,410.096161,43.75,NA
"215",2000-11-06,25.53125,419.230774,44.34375,NA
"216",2000-11-07,25.34375,422.596161,44.5,NA
"217",2000-11-08,24.375,419.711548,45.34375,NA
"218",2000-11-09,24.875,419.711548,44.9375,NA
"219",2000-11-10,24.1875,414.423065,44.78125,NA
"220",2000-11-13,23.71875,395.673065,44.96875,NA
"221",2000-11-14,22.9375,405.769226,44.9375,NA
"222",2000-11-15,21,403.846161,45.1875,NA
"223",2000-11-16,20.9375,404.807678,45.34375,NA
"224",2000-11-17,20.15625,399.038452,45.15625,NA
"225",2000-11-20,19.65625,385.096161,45.6875,NA
"226",2000-11-21,19.8125,390.384613,46.5625,NA
"227",2000-11-22,19.28125,373.557678,47.125,NA
"228",2000-11-24,19.65625,379.807678,47.21875,NA
"229",2000-11-27,19.84375,377.884613,46.5625,NA
"230",2000-11-28,20.25,383.173065,46.53125,NA
"231",2000-11-29,20.34375,382.211548,44.46875,NA
"232",2000-11-30,19.96875,381.25,44,NA
"233",2000-12-01,19.875,392.307678,44.40625,NA
"234",2000-12-04,19.5,397.115387,45.34375,NA
"235",2000-12-05,20.59375,416.346161,44.1875,NA
"236",2000-12-06,19,414.903839,43.125,NA
"237",2000-12-07,19.5,411.538452,44,NA
"238",2000-12-08,20.4375,424.519226,44.25,NA
"239",2000-12-11,21.71875,425.480774,42.875,NA
"240",2000-12-12,21.71875,406.25,43.28125,NA
"241",2000-12-13,21.46875,407.692322,43.84375,NA
"242",2000-12-14,21.15625,395.673065,42.75,NA
"243",2000-12-15,20.90625,383.173065,42.0625,NA
"244",2000-12-18,21.75,392.307678,43.1875,NA
"245",2000-12-19,22.125,385.576935,43.59375,NA
"246",2000-12-20,21.375,364.903839,42.59375,NA
"247",2000-12-21,22.90625,368.269226,42.375,NA
"248",2000-12-22,23.0625,375.961548,43.40625,NA
"249",2000-12-26,23.15625,379.326935,44.28125,NA
"250",2000-12-27,23.40625,370.673065,43.875,NA
"251",2000-12-28,23.40625,372.596161,43.4375,NA
"252",2000-12-29,22.9375,368.75,43.46875,NA
"253",2001-01-02,23.375,336.538452,44.5625,NA
"254",2001-01-03,24.96875,367.788452,42.625,NA
"255",2001-01-04,25.75,369.711548,41.4375,NA
"256",2001-01-05,24,363.942322,41.625,NA
"257",2001-01-08,24.125,350.480774,41.4375,NA
"258",2001-01-09,23.5,343.269226,41,NA
"259",2001-01-10,24.28125,343.75,40.5,NA
"260",2001-01-11,24.71875,358.173065,40.875,NA
"261",2001-01-12,24.53125,351.442322,41.40625,NA
"262",2001-01-16,25.46875,364.423065,40.90625,NA
"263",2001-01-17,24.78125,359.134613,40.125,NA
"264",2001-01-18,24.46875,366.346161,39.5625,NA
"265",2001-01-19,24.59375,361.538452,39.71875,NA
"266",2001-01-22,25.1875,351.923065,40.125,NA
"267",2001-01-23,25.1875,359.134613,40.90625,NA
"268",2001-01-24,25.53125,356.25,40.8125,NA
"269",2001-01-25,25.75,353.365387,41.25,NA
"270",2001-01-26,26.59375,343.269226,40.5,NA
"271",2001-01-29,27.01,341.384613,40.099998,NA
"272",2001-01-30,27.735001,355.769226,40.990002,NA
"273",2001-01-31,26.91,353.692322,42.075001,NA
"274",2001-02-01,26.639999,355.615387,41.744999,NA
"275",2001-02-02,26.799999,356,41.494999,NA
"276",2001-02-05,26.629999,368.076935,42.400002,NA
"277",2001-02-06,25.48,366.153839,42.169998,NA
"278",2001-02-07,24.75,361.153839,42.18,NA
"279",2001-02-08,24.375,362.615387,42.25,NA
"280",2001-02-09,24.75,351.230774,42.93,NA
"281",2001-02-12,25.030001,365.461548,42.880001,NA
"282",2001-02-13,25.120001,362.769226,42.395,NA
"283",2001-02-14,25.4,355.846161,41.965,NA
"284",2001-02-15,25.445,369.076935,41.25,NA
"285",2001-02-16,25.700001,361.538452,42.009998,NA
"286",2001-02-20,24.559999,366.846161,41.900002,NA
"287",2001-02-21,23.875,363.846161,41.759998,NA
"288",2001-02-22,24.125,362.307678,42.105,NA
"289",2001-02-23,24.57,355.230774,41.75,NA
"290",2001-02-26,25.49,369.076935,41.900002,NA
"291",2001-02-27,25.715,369.230774,41.150002,NA
"292",2001-02-28,25.35,357.692322,40.525002,NA
"293",2001-03-01,24.67,353.153839,40.700001,NA
"294",2001-03-02,24.525,342.846161,41.605,NA
"295",2001-03-05,24.540001,346.769226,41.924999,NA
"296",2001-03-06,25.129999,349.384613,41.799999,NA
"297",2001-03-07,26.375,353.692322,42.105,NA
"298",2001-03-08,26.860001,352.846161,42.924999,NA
"299",2001-03-09,26.25,337,42.994999,NA
"300",2001-03-12,25.809999,304.615387,41.880001,NA
"301",2001-03-13,27.125,325.615387,41.650002,NA
"302",2001-03-14,25.875,315.615387,41.32,NA
"303",2001-03-15,26.125,316,41.474998,NA
"304",2001-03-16,25.700001,312.307678,40.849998,NA
"305",2001-03-19,26.485001,316.153839,40.630001,NA
"306",2001-03-20,25.645,308.076935,40.330002,NA
"307",2001-03-21,25.475,300,39.904999,NA
"308",2001-03-22,24.834999,290,38.849998,NA
"309",2001-03-23,26.389999,307.615387,38.450001,NA
"310",2001-03-26,26.25,309.461548,39.125,NA
"311",2001-03-27,27.24,322.384613,40.32,NA
"312",2001-03-28,27.209999,319.615387,39.325001,NA
"313",2001-03-29,26.58,318.461548,39.145,NA
"314",2001-03-30,27.375,322,40.5,NA
"315",2001-04-02,27.004999,321.538452,39.799999,NA
"316",2001-04-03,26.125,305.230774,38.950001,NA
"317",2001-04-04,25.155001,304.615387,39.349998,NA
"318",2001-04-05,25.924999,323.846161,40.465,NA
"319",2001-04-06,24.795,316.692322,41.049999,NA
"320",2001-04-09,25.299999,323.076935,41.255001,NA
"321",2001-04-10,25.959999,337.153839,42,NA
"322",2001-04-11,26.275,332.846161,40.970001,NA
"323",2001-04-12,26.475,343.846161,41,NA
"324",2001-04-16,26.225,343.461548,42.275002,NA
"325",2001-04-17,26,349.692322,42.355,NA
"326",2001-04-18,27.59,368.384613,42.564999,NA
"327",2001-04-19,28.200001,373.153839,42.224998,NA
"328",2001-04-20,27.504999,370,42.584999,NA
"329",2001-04-23,27.465,363.076935,44,NA
"330",2001-04-24,27.25,353.769226,43.744999,NA
"331",2001-04-25,27.450001,367.769226,44.544998,NA
"332",2001-04-26,27.559999,379.230774,44.424999,NA
"333",2001-04-27,28.459999,384.230774,44.529999,NA
"334",2001-04-30,28,373.307678,44.299999,NA
"335",2001-05-01,28.225,376.230774,44.400002,NA
"336",2001-05-02,28.055,377.692322,43.25,NA
"337",2001-05-03,27.975,373.076935,43.049999,NA
"338",2001-05-04,28.190001,384.076935,43.775002,NA
"339",2001-05-07,28.115,384.307678,44.095001,NA
"340",2001-05-08,27.855,380.615387,44.369999,NA
"341",2001-05-09,27.690001,380.230774,44.860001,NA
"342",2001-05-10,27.889999,383.307678,44.049999,NA
"343",2001-05-11,26.76,377,43.82,NA
"344",2001-05-14,27.200001,382.538452,44.529999,NA
"345",2001-05-15,27.525,385.769226,44.724998,NA
"346",2001-05-16,28.275,401.615387,44.75,NA
"347",2001-05-17,28.299999,400.846161,44.365002,NA
"348",2001-05-18,28.5,407.615387,45.099998,NA
"349",2001-05-21,28.245001,410.769226,44.375,NA
"350",2001-05-22,29.32,405.230774,44.404999,NA
"351",2001-05-23,29.305,395,43.634998,NA
"352",2001-05-24,29.995001,395.384613,43.965,NA
"353",2001-05-25,29.355,384.230774,44.049999,NA
"354",2001-05-29,29.799999,382.076935,43.900002,NA
"355",2001-05-30,29.389999,377.076935,44.435001,NA
"356",2001-05-31,29.625,376.923065,44.375,NA
"357",2001-06-01,29.049999,376.923065,44.474998,NA
"358",2001-06-04,29.315001,380.384613,45.415001,NA
"359",2001-06-05,29.975,378.307678,45.775002,NA
"360",2001-06-06,29.844999,375,44.700001,NA
"361",2001-06-07,29.799999,376.230774,44.59,NA
"362",2001-06-08,29.514999,370.307678,44.695,NA
"363",2001-06-11,29.370001,364.615387,44.849998,NA
"364",2001-06-12,29.549999,375.153839,45.060001,NA
"365",2001-06-13,29.549999,368.076935,44.990002,NA
"366",2001-06-14,28.85,375.846161,44.424999,NA
"367",2001-06-15,29.01,375.461548,44.450001,NA
"368",2001-06-18,29.620001,376.923065,44.25,NA
"369",2001-06-19,29.860001,375.923065,44.185001,NA
"370",2001-06-20,30.07,390.538452,43.865002,NA
"371",2001-06-21,30.690001,394.230774,44.205002,NA
"372",2001-06-22,30.969999,398.923065,44.455002,NA
"373",2001-06-25,30.6,386.538452,44.259998,NA
"374",2001-06-26,30.200001,375.307678,44.279999,NA
"375",2001-06-27,30.16,371.230774,43.610001,NA
"376",2001-06-28,29.99,375.923065,43.41,NA
"377",2001-06-29,30.014999,376.923065,43.674999,NA
"378",2001-07-02,30.25,386.153839,43.849998,NA
"379",2001-07-03,30.245001,380.846161,43.669998,NA
"380",2001-07-05,30.139999,372.846161,43.5,NA
"381",2001-07-06,29.18,360.692322,43.400002,NA
"382",2001-07-09,29.459999,360.384613,43.360001,NA
"383",2001-07-10,28.49,352,42.880001,NA
"384",2001-07-11,28.674999,343.153839,42.474998,NA
"385",2001-07-12,29.715,361.538452,42.724998,NA
"386",2001-07-13,30.125,365,42.990002,NA
"387",2001-07-16,30.690001,355.538452,42.994999,NA
"388",2001-07-17,31.85,354.692322,42.650002,NA
"389",2001-07-18,32.040001,355,42.125,NA
"390",2001-07-19,31.75,357.538452,43.080002,NA
"391",2001-07-20,31.424999,358.692322,43.360001,NA
"392",2001-07-23,31.174999,348.461548,42.5,NA
"393",2001-07-24,31.004999,338.461548,40.970001,NA
"394",2001-07-25,31.200001,336.923065,42.130001,NA
"395",2001-07-26,31.555,336.538452,42.720001,NA
"396",2001-07-27,31.75,343.461548,42.73,NA
"397",2001-07-30,31.775,335.384613,42.41,NA
"398",2001-07-31,31.809999,334.615387,41.759998,NA
"399",2001-08-01,31.5,329.230774,41.599998,NA
"400",2001-08-02,31.73,324.615387,41.73,NA
"401",2001-08-03,31.674999,328.846161,41.259998,NA
"402",2001-08-06,31.389999,318.384613,40.849998,NA
"403",2001-08-07,31.525,329,41.380001,NA
"404",2001-08-08,31.405001,320.384613,41.25,NA
"405",2001-08-09,31.65,322.307678,40.950001,NA
"406",2001-08-10,31.450001,327.461548,41.349998,NA
"407",2001-08-13,31.645,324.846161,41.400002,NA
"408",2001-08-14,31.280001,321.923065,41.150002,NA
"409",2001-08-15,31.25,321.384613,41.5,NA
"410",2001-08-16,31.690001,320,41.290001,NA
"411",2001-08-17,31.344999,313.846161,40.470001,NA
"412",2001-08-20,31.785,319.461548,40.75,NA
"413",2001-08-21,31.754999,311.307678,40.389999,NA
"414",2001-08-22,32.325001,314.230774,40.709999,NA
"415",2001-08-23,32.5,315.692322,40.889999,NA
"416",2001-08-24,31.620001,323,41.700001,NA
"417",2001-08-27,31.375,324.384613,41.049999,NA
"418",2001-08-28,30.93,317.153839,40.509998,NA
"419",2001-08-29,30.025,312.384613,40.380001,NA
"420",2001-08-30,30.115,309.230774,40.150002,NA
"421",2001-08-31,30.75,314.615387,40.150002,NA
"422",2001-09-04,30.955,314.076935,40.75,NA
"423",2001-09-05,30.645,320.769226,41.220001,NA
"424",2001-09-06,29.889999,311.538452,40.900002,NA
"425",2001-09-07,29.295,305.076935,40.900002,NA
"426",2001-09-10,28.825001,302.692322,41.240002,NA
"427",2001-09-17,27.174999,270.384613,40.150002,NA
"428",2001-09-18,27.535,260.384613,39.48,NA
"429",2001-09-19,27.5,250,38.41,NA
"430",2001-09-20,26.815001,233.615387,37.02,NA
"431",2001-09-21,25.5,240.769226,35.830002,NA
"432",2001-09-24,26.674999,270.769226,35.860001,NA
"433",2001-09-25,27.549999,273.076935,36.279999,NA
"434",2001-09-26,27.525,272.923065,36.009998,NA
"435",2001-09-27,28.440001,276.538452,38.419998,NA
"436",2001-09-28,29.200001,286.153839,39.400002,NA
"437",2001-10-01,29.475,289.538452,39.09,NA
"438",2001-10-02,29.74,292.692322,39.990002,NA
"439",2001-10-03,29.995001,293.461548,39.84,NA
"440",2001-10-04,29.445,287.615387,40.580002,NA
"441",2001-10-05,28.065001,288.076935,40.689999,NA
"442",2001-10-08,27.125,283.076935,40.939999,NA
"443",2001-10-09,26.075001,283.230774,41.060001,NA
"444",2001-10-10,27.4,291.615387,42.279999,NA
"445",2001-10-11,27.299999,299.615387,42.09,NA
"446",2001-10-12,26.504999,300,42.290001,NA
"447",2001-10-15,27.775,298.923065,41.650002,NA
"448",2001-10-16,28.855,295.923065,41.75,NA
"449",2001-10-17,28.549999,285.769226,41.439999,NA
"450",2001-10-18,28.5,286.538452,40.400002,NA
"451",2001-10-19,28.514999,286.538452,40.540001,NA
"452",2001-10-22,29.205,289.307678,41.119999,NA
"453",2001-10-23,29.455,286.692322,40.869999,NA
"454",2001-10-24,29.975,285.230774,39.860001,NA
"455",2001-10-25,30.395,291.307678,40.560001,NA
"456",2001-10-26,30.325001,299.076935,41.060001,NA
"457",2001-10-29,29.75,287.923065,40.68,NA
"458",2001-10-30,29.5,279.538452,39.459999,NA
"459",2001-10-31,29.495001,280.076935,39.450001,NA
"460",2001-11-01,29.975,291.615387,40.490002,NA
"461",2001-11-02,30.434999,292,39.759998,NA
"462",2001-11-05,30.514999,298.230774,39.389999,NA
"463",2001-11-06,31.055,306.153839,39.470001,NA
"464",2001-11-07,31.375,302.692322,39.080002,NA
"465",2001-11-08,31.549999,310.384613,39.5,NA
"466",2001-11-09,31.525,310.846161,40.25,NA
"467",2001-11-12,31.51,303.307678,40.060001,NA
"468",2001-11-13,31.73,312,40.5,NA
"469",2001-11-14,31.75,314.461548,38.700001,NA
"470",2001-11-15,31.620001,319.615387,37.189999,NA
"471",2001-11-16,31.27,314.230774,37.540001,NA
"472",2001-11-19,31.975,317.307678,37.009998,NA
"473",2001-11-20,31.754999,316.153839,37.959999,NA
"474",2001-11-21,31.790001,311.153839,37.880001,NA
"475",2001-11-23,32.494999,315.538452,38.439999,NA
"476",2001-11-26,32.465,317.846161,37.77,NA
"477",2001-11-27,31.74,315.923065,37.349998,NA
"478",2001-11-28,30.855,302.692322,37.099998,NA
"479",2001-11-29,31.799999,305.615387,37.450001,NA
"480",2001-11-30,30.690001,296.153839,37.400002,NA
"481",2001-12-03,30.715,284,37.66,NA
"482",2001-12-04,31.17,287.307678,38.310001,NA
"483",2001-12-05,31.049999,288.846161,38.880001,NA
"484",2001-12-06,31.5,290.384613,37.330002,NA
"485",2001-12-07,31.59,285.769226,38.07,NA
"486",2001-12-10,30.860001,283.076935,37.549999,NA
"487",2001-12-11,31.225,283,36.810001,NA
"488",2001-12-12,31.440001,285,37.419998,NA
"489",2001-12-13,30.82,285,36.439999,NA
"490",2001-12-14,30.709999,289.615387,36.860001,NA
"491",2001-12-17,31.625,294.615387,37.470001,NA
"492",2001-12-18,31.540001,305.538452,37.549999,NA
"493",2001-12-19,31.754999,313.692322,38.349998,NA
"494",2001-12-20,31.549999,314.153839,38.299999,NA
"495",2001-12-21,30.799999,318.076935,38.5,NA
"496",2001-12-24,30.9,316.846161,39,NA
"497",2001-12-26,31.18,311.923065,39.599998,NA
"498",2001-12-27,31.475,315,39.790001,NA
"499",2001-12-28,31.764999,313.307678,39.779999,NA
"500",2001-12-31,31.475,308.307678,39.299999,NA
"501",2002-01-02,31.48,315,39.599998,NA
"502",2002-01-03,31.445,312.384613,39.66,NA
"503",2002-01-04,31.934999,315,40,NA
"504",2002-01-07,31.555,302.769226,39.650002,NA
"505",2002-01-08,31.049999,299.615387,39.700001,NA
"506",2002-01-09,30.975,296.538452,39.240002,NA
"507",2002-01-10,31,297,39.389999,NA
"508",2002-01-11,30.450001,294.076935,38.5,NA
"509",2002-01-14,30.360001,291.538452,38.639999,NA
"510",2002-01-15,30.725,297.769226,39.299999,NA
"511",2002-01-16,30.4,290.153839,38.5,NA
"512",2002-01-17,30.559999,298.076935,38.639999,NA
"513",2002-01-18,30.4,297.538452,38.400002,NA
"514",2002-01-22,31.334999,294.615387,38.02,NA
"515",2002-01-23,31.43,289.615387,38.900002,NA
"516",2002-01-24,32,288.846161,38.799999,NA
"517",2002-01-25,31.674999,294.307678,39.16,NA
"518",2002-01-28,31.82,293.461548,38.959999,NA
"519",2002-01-29,29.6,280.461548,37.950001,NA
"520",2002-01-30,30.83,283.692322,38.689999,NA
