"","Date","BAC","GE","XOM","NA"
"3150",2012-07-10,7.48,150.92308,83.110001,NA
"3151",2012-07-11,7.63,151.384613,84.379997,NA
"3152",2012-07-12,7.48,149.538467,84.120003,NA
"3153",2012-07-13,7.82,152.07692,85.470001,NA
"3154",2012-07-16,7.81,150.692307,85.050003,NA
"3155",2012-07-17,7.92,151.692307,85.730003,NA
"3156",2012-07-18,7.53,152.615387,86.209999,NA
"3157",2012-07-19,7.26,152.307693,86.209999,NA
"3158",2012-07-20,7.07,152.846161,85.949997,NA
"3159",2012-07-23,7.09,154.538467,85.209999,NA
"3160",2012-07-24,7.04,153.615387,84.580002,NA
"3161",2012-07-25,7.07,153.846161,85.239998,NA
"3162",2012-07-26,7.17,158.153839,86.519997,NA
"3163",2012-07-27,7.31,160.92308,87.449997,NA
"3164",2012-07-30,7.28,160,87.559998,NA
"3165",2012-07-31,7.34,159.615387,86.849998,NA
"3166",2012-08-01,7.22,159.461533,86.910004,NA
"3167",2012-08-02,7.18,157.846161,85.879997,NA
"3168",2012-08-03,7.43,161.230774,87.550003,NA
"3169",2012-08-06,7.64,161.307693,87.449997,NA
"3170",2012-08-07,7.67,162.461533,87.919998,NA
"3171",2012-08-08,7.67,161.615387,88.279999,NA
"3172",2012-08-09,7.72,162,88.199997,NA
"3173",2012-08-10,7.74,162.307693,88.440002,NA
"3174",2012-08-13,7.72,161.461533,88.139999,NA
"3175",2012-08-14,7.78,161.07692,88.199997,NA
"3176",2012-08-15,7.87,161.230774,88,NA
"3177",2012-08-16,7.93,161.92308,88.669998,NA
"3178",2012-08-17,8,161.538467,88.400002,NA
"3179",2012-08-20,8.15,161,87.949997,NA
"3180",2012-08-21,8.19,160.384613,87.459999,NA
"3181",2012-08-22,8.22,159.846161,87.730003,NA
"3182",2012-08-23,8.15,158.769226,87.309998,NA
"3183",2012-08-24,8.16,160,88.050003,NA
"3184",2012-08-27,8.07,160.384613,87.739998,NA
"3185",2012-08-28,7.96,160.07692,88.099998,NA
"3186",2012-08-29,8,160.153839,87.900002,NA
"3187",2012-08-30,7.91,158.769226,87.199997,NA
"3188",2012-08-31,7.99,159.307693,87.300003,NA
"3189",2012-09-04,8,157.769226,87.120003,NA
"3190",2012-09-05,7.95,158.846161,87.330002,NA
"3191",2012-09-06,8.35,163.92308,88.989998,NA
"3192",2012-09-07,8.8,166.07692,89.919998,NA
"3193",2012-09-10,8.58,165.230774,89.480003,NA
"3194",2012-09-11,9.03,166.07692,89.620003,NA
"3195",2012-09-12,8.97,168.384613,89.550003,NA
"3196",2012-09-13,9.4,169.384613,91.230003,NA
"3197",2012-09-14,9.55,170.07692,92.300003,NA
"3198",2012-09-17,9.3,169.615387,91.910004,NA
"3199",2012-09-18,9.23,171.07692,91.650002,NA
"3200",2012-09-19,9.29,172.538467,90.57,NA
"3201",2012-09-20,9.19,172.538467,91.519997,NA
"3202",2012-09-21,9.11,173.307693,91.919998,NA
"3203",2012-09-24,9.1,172,91.879997,NA
"3204",2012-09-25,8.93,171.615387,91.739998,NA
"3205",2012-09-26,8.82,170,91.230003,NA
"3206",2012-09-27,8.97,174.846161,91.800003,NA
"3207",2012-09-28,8.83,174.692307,91.449997,NA
"3208",2012-10-01,8.96,175.461533,91.800003,NA
"3209",2012-10-02,8.93,175.307693,91.720001,NA
"3210",2012-10-03,9.11,176.230774,91.699997,NA
"3211",2012-10-04,9.41,176.538467,92.220001,NA
"3212",2012-10-05,9.32,177.846161,92.550003,NA
"3213",2012-10-08,9.28,176.307693,92.68,NA
"3214",2012-10-09,9.21,174,92.129997,NA
"3215",2012-10-10,9.21,172.538467,91.029999,NA
"3216",2012-10-11,9.34,173.153839,91.169998,NA
"3217",2012-10-12,9.12,172.92308,91.029999,NA
"3218",2012-10-15,9.44,174.153839,91.510002,NA
"3219",2012-10-16,9.46,174.153839,92.379997,NA
"3220",2012-10-17,9.44,176.230774,93.389999,NA
"3221",2012-10-18,9.47,175.461533,93.480003,NA
"3222",2012-10-19,9.44,169.461533,92.150002,NA
"3223",2012-10-22,9.55,166.92308,92.190002,NA
"3224",2012-10-23,9.36,163.692307,90.18,NA
"3225",2012-10-24,9.31,163.538467,89.879997,NA
"3226",2012-10-25,9.24,163.538467,90.43,NA
"3227",2012-10-26,9.12,162.384613,90.620003,NA
"3228",2012-10-31,9.32,162,91.169998,NA
"3229",2012-11-01,9.74,164.153839,91.599998,NA
"3230",2012-11-02,9.85,163.92308,90.269997,NA
"3231",2012-11-05,9.75,164.692307,90.629997,NA
"3232",2012-11-06,9.94,166.07692,91.610001,NA
"3233",2012-11-07,9.23,162.538467,88.18,NA
"3234",2012-11-08,9.39,160.692307,87.07,NA
"3235",2012-11-09,9.43,161.538467,87.209999,NA
"3236",2012-11-12,9.39,160.692307,87.32,NA
"3237",2012-11-13,9.33,159.07692,86.470001,NA
"3238",2012-11-14,8.99,153.92308,86.07,NA
"3239",2012-11-15,9.09,154.307693,86.139999,NA
"3240",2012-11-16,9.12,155,86.449997,NA
"3241",2012-11-19,9.49,158.92308,87.669998,NA
"3242",2012-11-20,9.63,158.615387,87.5,NA
"3243",2012-11-21,9.77,159.07692,88.010002,NA
"3244",2012-11-23,9.9,161.846161,89.089996,NA
"3245",2012-11-26,9.84,162,88.620003,NA
"3246",2012-11-27,9.66,160.538467,87.349998,NA
"3247",2012-11-28,9.76,162.615387,88.099998,NA
"3248",2012-11-29,9.83,162.538467,88.120003,NA
"3249",2012-11-30,9.86,162.538467,88.139999,NA
"3250",2012-12-03,9.8,160.153839,87.610001,NA
"3251",2012-12-04,9.91,160.461533,87.190002,NA
"3252",2012-12-05,10.46,163.307693,87.730003,NA
"3253",2012-12-06,10.46,164.384613,88,NA
"3254",2012-12-07,10.64,165.07692,88.599998,NA
"3255",2012-12-10,10.57,164.538467,88.410004,NA
"3256",2012-12-11,10.51,165.461533,88.989998,NA
"3257",2012-12-12,10.61,167.538467,89.449997,NA
"3258",2012-12-13,10.54,166.307693,88.580002,NA
"3259",2012-12-14,10.58,166.307693,88.080002,NA
"3260",2012-12-17,11,168.692307,88.870003,NA
"3261",2012-12-18,11.36,166.846161,89.559998,NA
"3262",2012-12-19,11.19,161.615387,88.440002,NA
"3263",2012-12-20,11.52,161.92308,88.889999,NA
"3264",2012-12-21,11.29,160.615387,87.230003,NA
"3265",2012-12-24,11.25,160.153839,86.919998,NA
"3266",2012-12-26,11.54,159.769226,87.07,NA
"3267",2012-12-27,11.47,159.153839,86.860001,NA
"3268",2012-12-28,11.36,157.230774,85.099998,NA
"3269",2012-12-31,11.61,161.461533,86.550003,NA
"3270",2013-01-02,12.03,164.153839,88.709999,NA
"3271",2013-01-03,11.96,162.307693,88.550003,NA
"3272",2013-01-04,12.11,163.07692,88.959999,NA
"3273",2013-01-07,12.09,162.538467,87.93,NA
"3274",2013-01-08,11.98,160.769226,88.480003,NA
"3275",2013-01-09,11.43,161.153839,88.139999,NA
"3276",2013-01-10,11.78,162.846161,89.099998,NA
"3277",2013-01-11,11.63,162.538467,89.610001,NA
"3278",2013-01-14,11.47,162.461533,89.580002,NA
"3279",2013-01-15,11.55,163.07692,89.529999,NA
"3280",2013-01-16,11.78,162.461533,89.470001,NA
"3281",2013-01-17,11.28,163.846161,90.199997,NA
"3282",2013-01-18,11.14,169.538467,90.800003,NA
"3283",2013-01-22,11.35,169.307693,90.919998,NA
"3284",2013-01-23,11.42,168.769226,90.699997,NA
"3285",2013-01-24,11.53,169.615387,91.349998,NA
"3286",2013-01-25,11.62,171.461533,91.730003,NA
"3287",2013-01-28,11.48,173.07692,91.110001,NA
"3288",2013-01-29,11.49,173.07692,91.760002,NA
"3289",2013-01-30,11.38,171,90.669998,NA
"3290",2013-01-31,11.32,171.384613,89.970001,NA
"3291",2013-02-01,11.71,174,90.040001,NA
"3292",2013-02-04,11.48,171.615387,89.150002,NA
"3293",2013-02-05,11.88,173.384613,89.739998,NA
"3294",2013-02-06,11.93,172.615387,89.790001,NA
"3295",2013-02-07,11.84,172.92308,88.25,NA
"3296",2013-02-08,11.76,173.07692,88.610001,NA
"3297",2013-02-11,11.86,172.692307,88.279999,NA
"3298",2013-02-12,12.25,173.692307,88.459999,NA
"3299",2013-02-13,12.17,179.92308,88.669998,NA
"3300",2013-02-14,12.13,180.07692,88.519997,NA
"3301",2013-02-15,12.03,179.153839,88.360001,NA
"3302",2013-02-19,12.19,182.692307,89.32,NA
"3303",2013-02-20,11.8,180.07692,88.970001,NA
"3304",2013-02-21,11.42,178.92308,88.589996,NA
"3305",2013-02-22,11.44,179.92308,89.199997,NA
"3306",2013-02-25,11.03,175.461533,87.699997,NA
"3307",2013-02-26,11.13,177.307693,88.510002,NA
"3308",2013-02-27,11.3,179.769226,89.529999,NA
"3309",2013-02-28,11.23,178.615387,89.550003,NA
"3310",2013-03-01,11.34,178.384613,89.43,NA
"3311",2013-03-04,11.41,179,88.949997,NA
"3312",2013-03-05,11.55,181.461533,89.610001,NA
"3313",2013-03-06,11.92,182.07692,89.559998,NA
"3314",2013-03-07,12.26,182.153839,88.709999,NA
"3315",2013-03-08,12.07,182.846161,88.970001,NA
"3316",2013-03-11,12.15,181.692307,89.160004,NA
"3317",2013-03-12,12.01,180.07692,89.160004,NA
"3318",2013-03-13,12.06,180.692307,89.260002,NA
"3319",2013-03-14,12.11,182.230774,89.830002,NA
"3320",2013-03-15,12.57,180.307693,89.370003,NA
"3321",2013-03-18,12.56,178.846161,88.769997,NA
"3322",2013-03-19,12.71,179.384613,88.580002,NA
"3323",2013-03-20,12.78,180.461533,88.629997,NA
"3324",2013-03-21,12.57,179.153839,88.169998,NA
"3325",2013-03-22,12.56,179.769226,89.290001,NA
"3326",2013-03-25,12.4,178.769226,89.019997,NA
"3327",2013-03-26,12.28,177.846161,90.129997,NA
"3328",2013-03-27,12.23,177.692307,90.580002,NA
"3329",2013-03-28,12.18,177.846161,90.110001,NA
"3330",2013-04-01,12.15,177.538467,90.769997,NA
"3331",2013-04-02,12.15,179.538467,90.580002,NA
"3332",2013-04-03,11.81,176.92308,89.93,NA
"3333",2013-04-04,11.94,177.538467,89.769997,NA
"3334",2013-04-05,11.97,176.384613,89.010002,NA
"3335",2013-04-08,12.21,177.846161,88.599998,NA
"3336",2013-04-09,12.25,177.384613,88.769997,NA
"3337",2013-04-10,12.32,181.384613,88.68,NA
"3338",2013-04-11,12.27,181.461533,89.220001,NA
"3339",2013-04-12,12.17,180.461533,88.989998,NA
"3340",2013-04-15,11.98,175.461533,86.489998,NA
"3341",2013-04-16,12.28,177.692307,86.610001,NA
"3342",2013-04-17,11.7,175.07692,86.080002,NA
"3343",2013-04-18,11.44,174.384613,86.620003,NA
"3344",2013-04-19,11.66,167.307693,87.449997,NA
"3345",2013-04-22,11.72,164.230774,88.089996,NA
"3346",2013-04-23,12.07,165.384613,89.300003,NA
"3347",2013-04-24,12.31,168.92308,89.43,NA
"3348",2013-04-25,12.44,168.846161,88.07,NA
"3349",2013-04-26,12.42,170.846161,88,NA
"3350",2013-04-29,12.38,171.307693,88.209999,NA
"3351",2013-04-30,12.31,171.461533,88.989998,NA
"3352",2013-05-01,12.14,170.384613,87.510002,NA
"3353",2013-05-02,12.19,171.692307,88.629997,NA
"3354",2013-05-03,12.24,173.615387,90.019997,NA
"3355",2013-05-06,12.88,173.692307,90.580002,NA
"3356",2013-05-07,12.9,174.461533,91.150002,NA
"3357",2013-05-08,13.02,177,91.699997,NA
"3358",2013-05-09,12.91,175.230774,91.029999,NA
"3359",2013-05-10,13.02,176.153839,90.139999,NA
"3360",2013-05-13,12.98,175.769226,90.099998,NA
"3361",2013-05-14,13.34,177,91.110001,NA
"3362",2013-05-15,13.44,178.769226,91.239998,NA
"3363",2013-05-16,13.36,179,90.699997,NA
"3364",2013-05-17,13.43,180.461533,91.760002,NA
"3365",2013-05-20,13.51,181.307693,92.519997,NA
"3366",2013-05-21,13.44,182,92.800003,NA
"3367",2013-05-22,13.31,183.538467,92.190002,NA
"3368",2013-05-23,13.21,182,91.790001,NA
"3369",2013-05-24,13.24,181,91.529999,NA
"3370",2013-05-28,13.35,181.538467,92.379997,NA
"3371",2013-05-29,13.48,181.846161,92.080002,NA
"3372",2013-05-30,13.83,181.538467,92.089996,NA
"3373",NA,NA,NA,NA,NA
