"","Open","High","Low","Close","Volume"
"2000-09-19",442.788452,445.673065,435.576935,438.461548,1545492
"2000-09-20",435.576935,438.942322,423.076935,435.576935,1847547
"2000-09-21",427.884613,445.192322,427.403839,432.692322,1393821
"2000-09-22",445.192322,446.153839,424.038452,440.865387,1852487
"2000-09-25",438.461548,448.557678,437.5,446.634613,1430416
"2000-09-26",438.942322,452.403839,438.942322,446.153839,1825824
"2000-09-27",447.596161,457.692322,444.711548,457.211548,1908686
"2000-09-28",455.288452,459.615387,450.961548,453.846161,1451411
"2000-09-29",449.038452,452.884613,443.75,444.711548,1392235
"2000-10-02",446.153839,452.884613,444.230774,450,1546363
"2000-10-03",450.961548,460.576935,450,454.326935,1589835
"2000-10-04",452.884613,459.615387,450.961548,452.884613,1484496
"2000-10-05",454.807678,461.057678,451.923065,459.615387,1531218
"2000-10-06",457.692322,461.057678,444.711548,457.211548,1820715
"2000-10-09",454.807678,460.096161,449.519226,450,1259388
"2000-10-10",451.923065,455.288452,442.788452,446.634613,1431014
"2000-10-11",436.538452,443.75,425.480774,435.576935,2406456
"2000-10-12",435.096161,439.423065,415.384613,419.230774,2263170
"2000-10-13",420.192322,443.269226,419.230774,438.461548,2021877
"2000-10-16",438.461548,445.192322,435.576935,444.230774,1689246
"2000-10-17",443.75,443.75,422.596161,427.884613,2191280
"2000-10-18",413.461548,429.326935,406.730774,426.923065,2393963
"2000-10-19",426.923065,430.288452,421.153839,427.884613,1714570
"2000-10-20",421.153839,425,397.115387,400.961548,2340013
"2000-10-23",397.115387,400,376.923065,382.692322,9268909
"2000-10-24",388.461548,410.576935,385.096161,410.576935,5979389
"2000-10-25",410.576935,414.423065,400.961548,407.211548,3802812
"2000-10-26",407.692322,410.576935,395.192322,400.961548,2427152
"2000-10-27",405.288452,409.134613,398.557678,401.923065,2010320
"2000-10-30",403.365387,415.384613,401.923065,415.384613,2370524
"2000-10-31",416.346161,422.596161,413.942322,421.634613,2232373
"2000-11-01",421.153839,422.596161,414.423065,418.75,2067026
"2000-11-02",417.307678,423.076935,411.538452,412.980774,1863966
"2000-11-03",413.942322,414.423065,407.211548,410.096161,1568125
"2000-11-06",412.019226,419.711548,410.096161,419.230774,1552811
"2000-11-07",419.230774,423.557678,417.307678,422.596161,1258426
"2000-11-08",422.115387,425,416.346161,419.711548,1232738
"2000-11-09",415.865387,422.115387,408.653839,419.711548,1598363
"2000-11-10",413.461548,422.596161,409.615387,414.423065,1592851
"2000-11-13",400,409.615387,388.461548,395.673065,2399605
"2000-11-14",395.673065,408.653839,394.230774,405.769226,1911975
"2000-11-15",402.884613,408.173065,396.634613,403.846161,1577719
"2000-11-16",401.923065,412.019226,400.480774,404.807678,1340716
"2000-11-17",405.288452,411.057678,393.75,399.038452,1558401
"2000-11-20",394.230774,399.519226,383.653839,385.096161,1923337
"2000-11-21",385.096161,396.634613,385.096161,390.384613,1585220
"2000-11-22",384.615387,385.096161,372.115387,373.557678,2889055
"2000-11-24",380.769226,383.173065,377.403839,379.807678,819390
"2000-11-27",385.576935,390.865387,377.884613,377.884613,2091180
"2000-11-28",377.884613,388.221161,375,383.173065,1925599
"2000-11-29",378.846161,391.826935,376.923065,382.211548,1656200
"2000-11-30",378.846161,385.096161,368.75,381.25,2619383
"2000-12-01",391.346161,395.673065,387.019226,392.307678,2366377
"2000-12-04",392.307678,399.038452,390.865387,397.115387,1559155
"2000-12-05",398.076935,419.230774,397.115387,416.346161,2598830
"2000-12-06",412.019226,416.346161,406.730774,414.903839,2064231
"2000-12-07",408.653839,416.346161,408.653839,411.538452,1346696
"2000-12-08",419.230774,427.403839,417.788452,424.519226,2191605
"2000-12-11",424.519226,432.211548,418.269226,425.480774,2137850
"2000-12-12",414.423065,423.557678,402.403839,406.25,3291587
"2000-12-13",406.25,412.5,405.769226,407.692322,2283242
"2000-12-14",405.769226,406.25,395.673065,395.673065,2047526
"2000-12-15",387.5,394.230774,378.846161,383.173065,4666948
"2000-12-18",388.942322,395.673065,388.461548,392.307678,1812369
"2000-12-19",392.307678,395.673065,385.576935,385.576935,1999114
"2000-12-20",373.557678,380.288452,364.903839,364.903839,2634372
"2000-12-21",365.865387,373.076935,362.980774,368.269226,2557841
"2000-12-22",370.192322,379.807678,368.269226,375.961548,1520987
"2000-12-26",374.038452,380.288452,369.711548,379.326935,1184794
"2000-12-27",378.365387,382.692322,370.673065,370.673065,1590121
"2000-12-28",376.442322,378.365387,366.346161,372.596161,1633060
"2000-12-29",373.076935,375.480774,366.346161,368.75,1427829
"2001-01-02",359.615387,360.576935,327.884613,336.538452,4788901
"2001-01-03",340.384613,368.75,337.019226,367.788452,5096754
"2001-01-04",363.942322,375,362.5,369.711548,3500432
"2001-01-05",367.307678,367.788452,354.807678,363.942322,2962752
"2001-01-08",363.461548,363.461548,343.269226,350.480774,3017417
"2001-01-09",353.365387,355.769226,336.538452,343.269226,2608580
"2001-01-10",339.423065,347.115387,332.211548,343.75,3224689
"2001-01-11",350.961548,361.538452,348.076935,358.173065,3067883
"2001-01-12",360.096161,361.057678,346.153839,351.442322,2184377
"2001-01-16",351.442322,365.865387,350.961548,364.423065,2568605
"2001-01-17",369.230774,373.076935,357.211548,359.134613,3173560
"2001-01-18",364.423065,369.711548,358.653839,366.346161,2507739
"2001-01-19",367.788452,370.192322,358.653839,361.538452,2516813
"2001-01-22",360.576935,364.423065,349.519226,351.923065,2689947
"2001-01-23",357.692322,362.5,354.807678,359.134613,2745808
"2001-01-24",357.692322,362.980774,352.403839,356.25,2488863
"2001-01-25",356.730774,362.980774,352.403839,353.365387,2705573
"2001-01-26",357.211548,360.096161,342.788452,343.269226,3491605
"2001-01-29",345.153839,355.769226,338.461548,341.384613,2993536
"2001-01-30",344.307678,355.923065,341.692322,355.769226,2579603
"2001-01-31",359.615387,361.153839,350.461548,353.692322,2774993
"2001-02-01",357.692322,359.461548,353.076935,355.615387,2286297
"2001-02-02",355.769226,360.769226,352.692322,356,2085265
"2001-02-05",356.769226,370,354.230774,368.076935,2840110
"2001-02-06",368.076935,369.923065,363.076935,366.153839,2075138
"2001-02-07",366.692322,367.692322,358.615387,361.153839,1694043
"2001-02-08",367.307678,370.384613,361.769226,362.615387,2302105
"2001-02-09",362.615387,362.692322,349.153839,351.230774,2402231
"2001-02-12",351.230774,367.846161,351.230774,365.461548,2333916
"2001-02-13",366.615387,369.153839,362.538452,362.769226,1861873
"2001-02-14",362.769226,363,354.769226,355.846161,1721161
"2001-02-15",356.153839,370,355,369.076935,3121508
"2001-02-16",357.692322,364.076935,355.846161,361.538452,2199210
"2001-02-20",363.076935,371.615387,362.846161,366.846161,2604199
"2001-02-21",366.923065,372.692322,363.230774,363.846161,2404675
"2001-02-22",364.230774,365.384613,354.307678,362.307678,2977169
"2001-02-23",358.076935,361.538452,346.307678,355.230774,3037905
"2001-02-26",361.538452,369.307678,355.384613,369.076935,2739568
"2001-02-27",365.230774,369.230774,361.538452,369.230774,2935257
"2001-02-28",369.230774,371.076935,350.769226,357.692322,3451942
"2001-03-01",350,354.384613,345.461548,353.153839,3114514
"2001-03-02",348.846161,351.230774,342.461548,342.846161,2857543
"2001-03-05",344.230774,348.923065,343.076935,346.769226,2167347
"2001-03-06",355.769226,358.461548,348.615387,349.384613,2039908
"2001-03-07",349.769226,355.846161,349.769226,353.692322,1805635
"2001-03-08",355,356.615387,346.153839,352.846161,2154373
"2001-03-09",348.076935,349,334.230774,337,2585869
"2001-03-12",330.769226,333.076935,296.923065,304.615387,5942079
"2001-03-13",319.230774,326.923065,313.461548,325.615387,5582161
"2001-03-14",313.461548,325,308.461548,315.615387,4606823
"2001-03-15",319.230774,321.923065,313.076935,316,3230201
"2001-03-16",310.769226,321.153839,308.461548,312.307678,5830630
"2001-03-19",313.076935,320.153839,308.846161,316.153839,2708134
"2001-03-20",319.230774,323.846161,307.692322,308.076935,2902172
"2001-03-21",308.076935,312.307678,299,300,3489304
"2001-03-22",298.076935,298.538452,280.153839,290,7272382
"2001-03-23",298.076935,307.615387,293.461548,307.615387,5945758
"2001-03-26",311.538452,315.384613,308.076935,309.461548,4048707
"2001-03-27",313.461548,324.923065,311.923065,322.384613,4751799
"2001-03-28",317.307678,320,313.846161,319.615387,3492307
"2001-03-29",317.692322,319.076935,313.076935,318.461548,3505411
"2001-03-30",321.153839,322.461548,317.076935,322,3825653
"2001-04-02",319.384613,328.076935,314.461548,321.538452,3152292
"2001-04-03",319.615387,319.923065,302,305.230774,3067909
"2001-04-04",304.230774,314.615387,300.307678,304.615387,3488069
"2001-04-05",315.384613,325,312.307678,323.846161,3093311
"2001-04-06",319.615387,320.769226,310.384613,316.692322,3204916
"2001-04-09",318.769226,326.153839,317.076935,323.076935,2311569
"2001-04-10",328.846161,350.230774,327.692322,337.153839,3394443
"2001-04-11",341.538452,342.307678,328.846161,332.846161,2619227
"2001-04-12",335,343.846161,332.461548,343.846161,2244489
"2001-04-16",342.538452,344.230774,337.769226,343.461548,1836926
"2001-04-17",339.230774,349.923065,338.384613,349.692322,2665962
"2001-04-18",352.923065,368.923065,350.153839,368.384613,4737135
"2001-04-19",365.384613,373.461548,364.076935,373.153839,2868060
"2001-04-20",373.153839,373.153839,365.384613,370,3025230
"2001-04-23",367.307678,367.384613,360.615387,363.076935,2107547
"2001-04-24",361.538452,367.692322,353,353.769226,2419885
"2001-04-25",359.230774,372.923065,356.923065,367.769226,2321514
"2001-04-26",376.538452,379.923065,373,379.230774,2735759
"2001-04-27",379.230774,384.230774,371.461548,384.230774,2038569
"2001-04-30",384.538452,384.692322,369.307678,373.307678,2372370
"2001-05-01",369.615387,376.538452,367.692322,376.230774,1698762
"2001-05-02",377.153839,380.307678,370.153839,377.692322,2355548
"2001-05-03",377.692322,377.769226,369.307678,373.076935,2400775
"2001-05-04",366.153839,384.461548,365.461548,384.076935,2380651
"2001-05-07",384.076935,384.615387,380.615387,384.307678,1914887
"2001-05-08",384.307678,384.615387,374.692322,380.615387,1967641
"2001-05-09",376.923065,387.692322,375.076935,380.230774,3002896
"2001-05-10",385.769226,386.153839,380.076935,383.307678,1763827
"2001-05-11",383.384613,384.615387,373.153839,377,1543542
"2001-05-14",377,384.538452,375.307678,382.538452,1426386
"2001-05-15",382.538452,387.384613,379.230774,385.769226,2318472
"2001-05-16",384.538452,401.923065,381.923065,401.615387,3182478
"2001-05-17",400,404.846161,397.692322,400.846161,2529072
"2001-05-18",400.846161,407.615387,399.538452,407.615387,2249260
"2001-05-21",407.615387,411.923065,405.384613,410.769226,2371798
"2001-05-22",408.846161,409.923065,397.692322,405.230774,2259257
"2001-05-23",403.461548,406.384613,393.769226,395,2079870
"2001-05-24",394.230774,399.461548,390.384613,395.384613,1699698
"2001-05-25",393.846161,393.846161,381.153839,384.230774,2032758
"2001-05-29",387.615387,388.846161,381.923065,382.076935,1692288
"2001-05-30",382.076935,385,376.923065,377.076935,2027922
"2001-05-31",378.076935,381.923065,375,376.923065,1740388
"2001-06-01",376.846161,380.076935,369.230774,376.923065,1749722
"2001-06-04",377.692322,381.692322,376.230774,380.384613,1794091
"2001-06-05",378.461548,379.615387,374,378.307678,1980264
"2001-06-06",376.923065,379.153839,372.384613,375,1822301
"2001-06-07",375,376.769226,370.538452,376.230774,1449318
"2001-06-08",375.692322,375.692322,367.615387,370.307678,2184754
"2001-06-11",368.076935,376.538452,363.230774,364.615387,2324335
"2001-06-12",364.615387,379,355.846161,375.153839,4884464
"2001-06-13",370,379.153839,366.923065,368.076935,4303676
"2001-06-14",375.153839,386.230774,368.076935,375.846161,7816653
"2001-06-15",371.538452,379.615387,369.230774,375.461548,5688397
"2001-06-18",376.923065,382.461548,373.384613,376.923065,2613390
"2001-06-19",383.076935,384.461548,375,375.923065,2936466
"2001-06-20",374.615387,391.153839,373.615387,390.538452,3900338
"2001-06-21",387.692322,403.230774,387.538452,394.230774,4156009
"2001-06-22",393.076935,403.307678,393,398.923065,3199872
"2001-06-25",397.692322,404.692322,385.769226,386.538452,3522181
"2001-06-26",376.923065,384.384613,375.230774,375.307678,4004572
"2001-06-27",374.615387,377.692322,367.230774,371.230774,3511430
"2001-06-28",367.307678,380.384613,364.538452,375.923065,3064750
"2001-06-29",376.923065,393,372.923065,376.923065,6849739
"2001-07-02",376.307678,386.153839,376,386.153839,3013777
"2001-07-03",380.769226,383.846161,378.923065,380.846161,2284126
"2001-07-05",375.384613,380,372.307678,372.846161,2530151
"2001-07-06",370.769226,371,358.461548,360.692322,3047395
"2001-07-09",360.769226,362.538452,356.153839,360.384613,2099994
"2001-07-10",359.615387,363.384613,351.461548,352,2472990
"2001-07-11",352.307678,353.384613,340.769226,343.153839,3527888
"2001-07-12",353.076935,363.076935,345.384613,361.538452,2785575
"2001-07-13",358.461548,367.307678,354.923065,365,2290574
"2001-07-16",362.692322,365.384613,352.153839,355.538452,1787734
"2001-07-17",351.923065,357.846161,349.230774,354.692322,2373293
"2001-07-18",350.769226,355.769226,349.230774,355,2203838
"2001-07-19",356.153839,365,354.076935,357.538452,1674530
"2001-07-20",359.230774,361.153839,355.230774,358.692322,1559870
"2001-07-23",357.692322,358.615387,347.692322,348.461548,1976416
"2001-07-24",349.230774,350.384613,332.692322,338.461548,3420469
"2001-07-25",341.538452,345.461548,331.923065,336.923065,3259815
"2001-07-26",338.076935,339.230774,332.692322,336.538452,3069768
"2001-07-27",339.615387,345,337.307678,343.461548,2140736
"2001-07-30",342.692322,345.384613,333.846161,335.384613,2170012
"2001-07-31",333.461548,340.384613,330.692322,334.615387,3218943
"2001-08-01",330.769226,334.846161,326.153839,329.230774,3032211
"2001-08-02",331.538452,332.153839,323.846161,324.615387,3181737
"2001-08-03",325.384613,329.230774,322.307678,328.846161,1985724
"2001-08-06",326.153839,327,317.538452,318.384613,2767219
"2001-08-07",318.846161,329.615387,317.384613,329,3032783
"2001-08-08",325.769226,326.923065,319.230774,320.384613,1897038
"2001-08-09",320.384613,325,317.692322,322.307678,1931150
"2001-08-10",323.076935,329.307678,318.384613,327.461548,1735968
"2001-08-13",326.923065,331.615387,323.230774,324.846161,1845441
"2001-08-14",327.692322,328.846161,320.769226,321.923065,1632774
"2001-08-15",323.076935,325.461548,320.846161,321.384613,1942980
"2001-08-16",319.461548,322.307678,315.384613,320,2220725
"2001-08-17",317.692322,318.461548,310.384613,313.846161,2037828
"2001-08-20",315.384613,322.307678,310.846161,319.461548,1661127
"2001-08-21",319.384613,321.769226,310.769226,311.307678,1809431
"2001-08-22",311.923065,317.692322,309.923065,314.230774,2058693
"2001-08-23",314.615387,317.769226,312.384613,315.692322,1365936
"2001-08-24",316.153839,325.076935,315.461548,323,1767558
"2001-08-27",323.076935,327.384613,320.384613,324.384613,1861639
"2001-08-28",325,325.384613,316.538452,317.153839,1655407
"2001-08-29",320.384613,320.384613,312.384613,312.384613,1546948
"2001-08-30",313.076935,319.230774,306.461548,309.230774,2868021
"2001-08-31",308.846161,316.923065,308.230774,314.615387,2243761
"2001-09-04",314.615387,324.384613,310.384613,314.076935,2403206
"2001-09-05",315.230774,323,311.538452,320.769226,2621385
"2001-09-06",317.692322,319.384613,310.846161,311.538452,2394613
"2001-09-07",307.692322,310,302.615387,305.076935,3143790
"2001-09-10",300.076935,308.923065,299.615387,302.692322,3132350
"2001-09-17",273.076935,286.153839,265.384613,270.384613,9287772
"2001-09-18",270.769226,278.461548,258.153839,260.384613,5994391
"2001-09-19",264.615387,266.538452,238.461533,250,7365904
"2001-09-20",240.769226,242.538467,233.615387,233.615387,6067932
"2001-09-21",223.07692,250.07692,219.230774,240.769226,11165557
"2001-09-24",259.615387,272.846161,251.92308,270.769226,9226672
"2001-09-25",270.846161,277.923065,266.692322,273.076935,5726175
"2001-09-26",276.923065,276.923065,269.230774,272.923065,3443492
"2001-09-27",273.846161,276.923065,269.384613,276.538452,2729987
"2001-09-28",279.230774,286.923065,277.076935,286.153839,4221230
"2001-10-01",286.923065,290.461548,285,289.538452,3214172
"2001-10-02",288.846161,293.153839,282.230774,292.692322,2907359
"2001-10-03",289.615387,295.923065,287.692322,293.461548,3334266
"2001-10-04",295.769226,297.692322,285.384613,287.615387,3461939
"2001-10-05",287.615387,289.923065,278.538452,288.076935,2970799
"2001-10-08",282.692322,286.538452,278.846161,283.076935,2046161
"2001-10-09",283.076935,285.923065,280.076935,283.230774,1842659
"2001-10-10",283.153839,293.384613,280.846161,291.615387,2339233
"2001-10-11",295.384613,303.769226,294.615387,299.615387,3211247
